"Alert Id","Alert State","Alert Title","Alert Type","Rule Id","Rule Name","Rule Description","Tags","Severity","First Seen","Last Seen","Fixed On","Dismissed On","Dismissal Type","SLA Days","Days overdue","Alert Link","Organization","Project","Repository","Ref","Ecosystem","Location Paths","Logical Paths"
"157","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-hph2-m3g5-xxv4)","dependency","DEP1001_GHSA-hph2-m3g5-xxv4","GHSA-hph2-m3g5-xxv4","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/157","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"158","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-hrcp-8f3q-4w2c)","dependency","DEP1001_GHSA-hrcp-8f3q-4w2c","GHSA-hrcp-8f3q-4w2c","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/158","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"159","active","A Server-Side Forgery Request can be activated unmarshalling with XStream to access data streams from an arbitrary URL referencing a resource in an intranet or the local host (GHSA-hvv8-336g-rx3m)","dependency","DEP1001_GHSA-hvv8-336g-rx3m","GHSA-hvv8-336g-rx3m","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/159","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"160","active","XStream is vulnerable to a Remote Command Execution attack (GHSA-hwpc-8xqv-jvj4)","dependency","DEP1001_GHSA-hwpc-8xqv-jvj4","GHSA-hwpc-8xqv-jvj4","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/160","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"161","active","XStream can cause Denial of Service via stack overflow (GHSA-j563-grx4-pjpv)","dependency","DEP1001_GHSA-j563-grx4-pjpv","GHSA-j563-grx4-pjpv","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.20 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/161","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"162","active","XStream is vulnerable to a Remote Command Execution attack (GHSA-j9h8-phrw-h4fh)","dependency","DEP1001_GHSA-j9h8-phrw-h4fh","GHSA-j9h8-phrw-h4fh","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/162","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"163","active","XStream vulnerable to an Arbitrary File Deletion on the local host when unmarshalling (GHSA-jfvx-7wrx-43fh)","dependency","DEP1001_GHSA-jfvx-7wrx-43fh","GHSA-jfvx-7wrx-43fh","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.15 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/163","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"164","active","Uncontrolled Resource Consumption in Jackson-databind (GHSA-jjjh-jjxp-wpff)","dependency","DEP1001_GHSA-jjjh-jjxp-wpff","GHSA-jjjh-jjxp-wpff","'pom.xml' contains a reference to an insecure Maven package 'com.fasterxml.jackson.core:jackson-databind 2.13.3'.  Recommendation: Upgrade com.fasterxml.jackson.core:jackson-databind from 2.13.3 to 2.13.4.2 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/164","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","io.jsonwebtoken:jjwt 0.9.1(root),com.fasterxml.jackson.core:jackson-databind 2.13.3"
"165","active","SnakeYaml Constructor Deserialization Remote Code Execution (GHSA-mjmj-j48q-9wg2)","dependency","DEP1001_GHSA-mjmj-j48q-9wg2","GHSA-mjmj-j48q-9wg2","'pom.xml' contains a reference to an insecure Maven package 'org.yaml:snakeyaml 1.30'.  Recommendation: Upgrade org.yaml:snakeyaml from 1.30 to 2.0 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/165","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","org.springframework.boot:spring-boot-starter-validation 2.7.1(root),org.yaml:snakeyaml 1.30"
"166","active","Spring Security authorization rules can be bypassed via forward or include dispatcher types (GHSA-mmmh-wcxm-2wr4)","dependency","DEP1001_GHSA-mmmh-wcxm-2wr4","GHSA-mmmh-wcxm-2wr4","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.7.2'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.7.2 to 5.7.5 to fix the vulnerability.","","critical","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"7","38","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/166","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","org.springframework.security:spring-security-test 5.7.2(root),org.springframework.security:spring-security-core 5.7.2"
"167","active","XStream can be used for Remote Code Execution (GHSA-mw36-7c6c-q4q2)","dependency","DEP1001_GHSA-mw36-7c6c-q4q2","GHSA-mw36-7c6c-q4q2","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.14-jdk7 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/167","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"168","active","Eclipse Jetty's cookie parsing of quoted values can exfiltrate values from other cookies (GHSA-p26g-97m4-6q7c)","dependency","DEP1001_GHSA-p26g-97m4-6q7c","GHSA-p26g-97m4-6q7c","'pom.xml' contains a reference to an insecure Maven package 'org.eclipse.jetty:jetty-server 9.4.48.v20220622'.  Recommendation: Upgrade org.eclipse.jetty:jetty-server from 9.4.48.v20220622 to 9.4.51.v20230217 to fix the vulnerability.","","low","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"180","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/168","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.github.tomakehurst:wiremock 2.27.2(root),org.eclipse.jetty:jetty-server 9.4.48.v20220622"
"169","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-p8pq-r894-fm8f)","dependency","DEP1001_GHSA-p8pq-r894-fm8f","GHSA-p8pq-r894-fm8f","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/169","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"170","active","Undertow client not checking server identity presented by server certificate in https connections (GHSA-pfcc-3g6r-8rg8)","dependency","DEP1001_GHSA-pfcc-3g6r-8rg8","GHSA-pfcc-3g6r-8rg8","'pom.xml' contains a reference to an insecure Maven package 'io.undertow:undertow-core 2.2.18.Final'.  Recommendation: Upgrade io.undertow:undertow-core from 2.2.18.Final to 2.2.24.Final to fix the vulnerability.","","critical","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"7","38","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/170","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","org.springframework.boot:spring-boot-starter-undertow 2.7.1(root),io.undertow:undertow-core 2.2.18.Final"
"171","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-qpfq-ph7r-qv6f)","dependency","DEP1001_GHSA-qpfq-ph7r-qv6f","GHSA-qpfq-ph7r-qv6f","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/171","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"172","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-qrx8-8545-4wg2)","dependency","DEP1001_GHSA-qrx8-8545-4wg2","GHSA-qrx8-8545-4wg2","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/172","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"173","active","OutOfMemoryError for large multipart without filename in Eclipse Jetty (GHSA-qw69-rqj8-6qw8)","dependency","DEP1001_GHSA-qw69-rqj8-6qw8","GHSA-qw69-rqj8-6qw8","'pom.xml' contains a reference to an insecure Maven package 'org.eclipse.jetty:jetty-server 9.4.48.v20220622'.  Recommendation: Upgrade org.eclipse.jetty:jetty-server from 9.4.48.v20220622 to 9.4.51.v20230217 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/173","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.github.tomakehurst:wiremock 2.27.2(root),org.eclipse.jetty:jetty-server 9.4.48.v20220622"
"174","active","XML External Entity Injection in XStream (GHSA-rgh3-987h-wpmw)","dependency","DEP1001_GHSA-rgh3-987h-wpmw","GHSA-rgh3-987h-wpmw","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.9 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/174","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"175","active","Uncontrolled Resource Consumption in FasterXML jackson-databind (GHSA-rgv9-q543-rqg4)","dependency","DEP1001_GHSA-rgv9-q543-rqg4","GHSA-rgv9-q543-rqg4","'pom.xml' contains a reference to an insecure Maven package 'com.fasterxml.jackson.core:jackson-databind 2.13.3'.  Recommendation: Upgrade com.fasterxml.jackson.core:jackson-databind from 2.13.3 to 2.13.4 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/175","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","io.jsonwebtoken:jjwt 0.9.1(root),com.fasterxml.jackson.core:jackson-databind 2.13.3"
"176","active","Denial of Service by injecting highly recursive collections or maps in XStream (GHSA-rmr5-cpv2-vgjf)","dependency","DEP1001_GHSA-rmr5-cpv2-vgjf","GHSA-rmr5-cpv2-vgjf","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.19 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/176","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"177","active","Snakeyaml vulnerable to Stack overflow leading to denial of service (GHSA-w37g-rhq8-7m4j)","dependency","DEP1001_GHSA-w37g-rhq8-7m4j","GHSA-w37g-rhq8-7m4j","'pom.xml' contains a reference to an insecure Maven package 'org.yaml:snakeyaml 1.30'.  Recommendation: Upgrade org.yaml:snakeyaml from 1.30 to 1.32 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/177","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","org.springframework.boot:spring-boot-starter-validation 2.7.1(root),org.yaml:snakeyaml 1.30"
"178","active","Spring Framework vulnerable to denial of service (GHSA-wxqc-pxw9-g2p8)","dependency","DEP1001_GHSA-wxqc-pxw9-g2p8","GHSA-wxqc-pxw9-g2p8","'pom.xml' contains a reference to an insecure Maven package 'org.springframework:spring-core 5.3.21'.  Recommendation: Upgrade org.springframework:spring-core from 5.3.21 to 5.3.27 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/178","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","org.springframework.boot:spring-boot-starter-test 2.7.1(root),org.springframework:spring-core 5.3.21"
"179","active","Spring Security logout not clearing security context (GHSA-x873-6rgc-94jc)","dependency","DEP1001_GHSA-x873-6rgc-94jc","GHSA-x873-6rgc-94jc","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.security:spring-security-core 5.7.2'.  Recommendation: Upgrade org.springframework.security:spring-security-core from 5.7.2 to 5.7.8 to fix the vulnerability.","","critical","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"7","38","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/179","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","org.springframework.security:spring-security-test 5.7.2(root),org.springframework.security:spring-security-core 5.7.2"
"180","active","Spring Boot Welcome Page Denial of Service (GHSA-xf96-w227-r7c4)","dependency","DEP1001_GHSA-xf96-w227-r7c4","GHSA-xf96-w227-r7c4","'pom.xml' contains a reference to an insecure Maven package 'org.springframework.boot:spring-boot-autoconfigure 2.7.1'.  Recommendation: Upgrade org.springframework.boot:spring-boot-autoconfigure from 2.7.1 to 2.7.12 to fix the vulnerability.","","low","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"180","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/180","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","org.springframework.boot:spring-boot-starter-validation 2.7.1(root),org.springframework.boot:spring-boot-autoconfigure 2.7.1"
"181","active","A Server-Side Forgery Request can be activated unmarshalling with XStream to access data streams from an arbitrary URL referencing a resource in an intranet or the local host (GHSA-xw4p-crpj-vjx2)","dependency","DEP1001_GHSA-xw4p-crpj-vjx2","GHSA-xw4p-crpj-vjx2","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/181","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"182","active","XStream can cause a Denial of Service. (GHSA-2p3x-qw9c-25hh)","dependency","DEP1001_GHSA-2p3x-qw9c-25hh","GHSA-2p3x-qw9c-25hh","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/182","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"183","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-2q8x-2p7f-574v)","dependency","DEP1001_GHSA-2q8x-2p7f-574v","GHSA-2q8x-2p7f-574v","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/183","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"184","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-3ccq-5vw3-2p6x)","dependency","DEP1001_GHSA-3ccq-5vw3-2p6x","GHSA-3ccq-5vw3-2p6x","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.18 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/184","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"185","active","XStream Denial of Service due to parser crash (GHSA-3f7h-mf4q-vrm4)","dependency","DEP1001_GHSA-3f7h-mf4q-vrm4","GHSA-3f7h-mf4q-vrm4","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: A specific remediation has not been provided for this vulnerability. For managing alerts without remediation guidance, see the [Dependency Scanning documentation](https://aka.ms/advancedsecurity/dependency-scanning/no-fix-available). For more details on the advisory that raised this alert, see the advisory link in the Resources section below.","","low","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"180","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/185","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"186","active","Uncontrolled Resource Consumption in snakeyaml (GHSA-3mc7-4q67-w48m)","dependency","DEP1001_GHSA-3mc7-4q67-w48m","GHSA-3mc7-4q67-w48m","'pom.xml' contains a reference to an insecure Maven package 'org.yaml:snakeyaml 1.30'.  Recommendation: Upgrade org.yaml:snakeyaml from 1.30 to 1.31 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/186","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","org.springframework.boot:spring-boot-starter-validation 2.7.1(root),org.yaml:snakeyaml 1.30"
"187","active","XStream is vulnerable to an Arbitrary Code Execution attack (GHSA-43gc-mjxg-gvrq)","dependency","DEP1001_GHSA-43gc-mjxg-gvrq","GHSA-43gc-mjxg-gvrq","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.16 to fix the vulnerability.","","medium","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"90","0","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/187","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
"188","active","json-smart Uncontrolled Recursion vulnerabilty (GHSA-493p-pfq6-5258)","dependency","DEP1001_GHSA-493p-pfq6-5258","GHSA-493p-pfq6-5258","'pom.xml' contains a reference to an insecure Maven package 'net.minidev:json-smart 2.4.8'.  Recommendation: Upgrade net.minidev:json-smart from 2.4.8 to 2.4.9 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/188","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","org.springframework.boot:spring-boot-starter-test 2.7.1(root),net.minidev:json-smart 2.4.8"
"189","active","Server-Side Forgery Request can be activated unmarshalling with XStream (GHSA-4cch-wxpw-8p28)","dependency","DEP1001_GHSA-4cch-wxpw-8p28","GHSA-4cch-wxpw-8p28","'pom.xml' contains a reference to an insecure Maven package 'com.thoughtworks.xstream:xstream 1.4.5'.  Recommendation: Upgrade com.thoughtworks.xstream:xstream from 1.4.5 to 1.4.15 to fix the vulnerability.","","high","2023-09-05T16:18:18Z","2023-09-05T16:18:18Z","","",,"30","15","https://dev.azure.com/octodemo-temporary/f6827034-7534-40f5-8f47-eca78ec0dec8/_git/35db0ddb-6fcc-491d-bbb0-03051b9eed03/alerts/189","octodemo-temporary","demo-felickz","WebGoat","refs/heads/main","Maven","s/pom.xml @ 37bc01a2","com.thoughtworks.xstream:xstream 1.4.5"
